Timestamp,PM2_5,PM10,NO,NO2,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,AT_C,RH_Percent,WD_deg,BP_mmHg,Station
01-01-2019,66.2,121.35,47.16,80.22,81.01,13.74,8.5,1.38,86.96,0.1,0.46,17.83,48.55,117.64,721.82,BapujiNagar
02-01-2019,52.06,100.73,40.41,77.26,73.95,13.56,8,1.11,77.22,0.1,0.44,13.63,51.41,96.77,722.08,BapujiNagar
03-01-2019,54.24,109.91,55.26,79.76,87.36,14.58,9.07,1.35,72.68,0.1,0.48,15.51,48.98,107.53,722.59,BapujiNagar
04-01-2019,56.64,113.99,51.41,82.45,85.65,15.13,8.62,1.2,59.44,0.1,0.49,15.6,45.8,105.88,721.78,BapujiNagar
05-01-2019,50.48,101.07,40.47,82.87,76.98,15.03,8.19,1.2,74.76,0.1,0.44,18.16,49.89,102.56,720.62,BapujiNagar
06-01-2019,60.93,106.24,25.42,74.72,60.42,16.34,5.95,1.06,100.79,0.1,0.39,21.16,56.88,110.55,719.1,BapujiNagar
07-01-2019,64.51,127.58,46.3,84.49,82.58,15.19,8.88,1.46,87.57,0.1,0.51,21.38,54.99,131.34,718.47,BapujiNagar
08-01-2019,59.34,128.22,45.06,84.56,81.62,15.79,7.79,1.31,79.24,0.1,0.57,22.18,44.72,142.28,719.02,BapujiNagar
09-01-2019,64.46,128.73,37.58,88.54,77.65,17.02,11.87,1.34,90.54,0.1,0.53,21.96,41.29,117.83,720.86,BapujiNagar
10-01-2019,69.69,133.52,34.28,91.64,76.61,17.86,9.67,1.24,84.38,0.1,0.49,21.41,48.1,108.22,718.59,BapujiNagar
11-01-2019,68.27,137.76,43.35,87.93,82.03,17.68,9.7,1.47,84.83,0.1,0.57,21.73,51.2,138.49,719.46,BapujiNagar
12-01-2019,75.59,149.84,42.43,86.73,80.63,18.5,9.12,1.41,87.92,0.1,0.61,21.8,53.79,133.67,719.32,BapujiNagar
13-01-2019,60.43,111.94,31.17,74.12,64.37,16.61,10.6,1.06,66.59,0.1,0.46,17.66,53.16,114.6,719.56,BapujiNagar
14-01-2019,69.94,132.41,44.73,81.61,79.76,16.83,8.39,1.28,68.04,0.1,0.49,18.38,52.38,114.14,719,BapujiNagar
15-01-2019,55.15,110.54,46.37,81.19,81.02,15.98,9.39,1.14,78.93,0.1,0.47,19.15,32.39,108.22,719.52,BapujiNagar
16-01-2019,64.8,119.42,29.57,81.29,67.29,15.7,7.33,1.17,100.72,0.1,0.42,19.67,44.06,103.36,719.53,BapujiNagar
17-01-2019,67.28,137.69,39.89,88.09,78.27166667,17.175,6.58,1.43,80.44,0.1,0.51,20.06,49.53,125.94,718.42,BapujiNagar
18-01-2019,78.21,144.72,50.21,94.89,89.25333333,18.65,6.37,1.36,71.31,0.1,0.52,20.26,53.72,123.3,718.51,BapujiNagar
19-01-2019,68.05,132.31,60.53,101.69,100.235,20.125,6.62,1.29,64.5,0.1,0.52,20.61,45.44,118.07,719.33,BapujiNagar
20-01-2019,48.03,94.4,70.85,108.49,111.2166667,21.6,8.09,0.9,83.76,0.1,0.47,20.12,39.35,109.85,720.35,BapujiNagar
21-01-2019,56.07,103.71,81.17,115.29,122.1983333,23.075,6.23,1,102.71,0.1,0.4,18.51,47.55,106.7,719.26,BapujiNagar
22-01-2019,84.27,158.44,91.49,122.09,133.18,24.55,10.03,1.13,85.41,0.12,0.59,21.07,50.38,144,719.15,BapujiNagar
23-01-2019,64.68,127.49,26.4,67.9,56.88,18.49,10.92,1.01,71.24,0.11,0.61,21.31,53.59,131.38,718.83,BapujiNagar
24-01-2019,52.66,104.34,18.84,59.73,47.09,13.27,8.43,0.8,78.5,0.1,0.48,21.73,55.05,144.79,719.22,BapujiNagar
25-01-2019,38.99,76.62,12.54,52.64,38.2,11.88,10.64,0.74,87.85,0.1,0.42,21.81,51.69,123.69,718.72,BapujiNagar
26-01-2019,51.59,93.33,12.84,51.95,38.08,12.49,10.61,0.75,77.24,0.1,0.4,22.44,58.35,136.59,718.68,BapujiNagar
27-01-2019,41.46,72.04,9.86,44.66,31.77,12.27,12.85,0.71,80.65,0.1,0.32,22.25,60.33,130.86,718.96,BapujiNagar
28-01-2019,38.79,76.72,18.41,46.28,39.59,11.08,8.35,0.9,82.05,0.1,0.33,22.07,62.5,155.86,719.39,BapujiNagar
29-01-2019,42.52,75.33,37.18,51.01,57.36,12.86,10.34,1.18,68.58,0.1,0.41,21.39,60.85,110.04,719.96,BapujiNagar
30-01-2019,57.25,101.35,33.59,63.1,60.87,14.03,9.25,1.36,80.61,17.13,17.86,21.51,54.12,112.81,720.18,BapujiNagar
31-01-2019,52.21,96.36,24.95,71.08,58.1,12.83,11.91,0.91,102.31,14.02,42.72,20.95,55.34,104.78,719.52,BapujiNagar
01-02-2019,57.81,110.72,29.97,77.17,65.42,10.96,11.29,1.04,85.09,5.34,12.92,20.7,53.17,119.52,719.28,BapujiNagar
02-02-2019,51.8,104.84,34.77,80.23,70.95,12.58,10.95,0.94,83.29,1.44,1.95,21.39,53.06,121.09,718.53,BapujiNagar
03-02-2019,43.53,87.57,23.81,67.54,55.28,13.01,10.22,0.75,95.85,1.42,1.98,22.24,53.47,114.69,719.61,BapujiNagar
04-02-2019,41.69,83.15,40.58,67.62,68.96,11.38,8.4,0.93,62.25,1.42,2.02,22.64,53.59,93.52,721.09,BapujiNagar
05-02-2019,45.15,86.12,22.14,65.07,52.61,11.94,8.62,0.77,90.85,1.43,2.01,23.16,56.34,103.69,720.79,BapujiNagar
06-02-2019,58.02,112.11,20.03,75.97,56.7,10.96,12.56,0.9,115.16,1.42,1.96,23.43,45.11,117.06,718.72,BapujiNagar
07-02-2019,56.65,115.9,21.66,75.9,57.97,11.16,12.46,0.88,77.14,1.42,1.95,23.84,46.85,134.01,718.53,BapujiNagar
08-02-2019,52.98,108.01,13.94,62.16,44.39,12.68,11.4,0.71,100.22,1.44,1.95,24.3,51.47,162.91,718.71,BapujiNagar
09-02-2019,75.49,144.31,38.14,82.5,74.89,14.08,13.44,1.27,62.79,1.45,1.91,23.85,59.35,138.32,718.91,BapujiNagar
10-02-2019,53.09,101.71,31.34,66.2,60.69,17.39,8.49,0.99,56.49,1.47,1.93,23.01,62.79,115.36,719.94,BapujiNagar
11-02-2019,47.21,92.13,37.16,60.2,62.24,14.88,8.09,0.91,48.01,1.45,1.95,23.07,61.55,96.79,720.77,BapujiNagar
12-02-2019,52.39,106.3,37.35,71.17,68.22,13.26,7.68,0.95,67.1,1.45,1.96,22.67,57.83,95.36,721.51,BapujiNagar
13-02-2019,51.19,106.27,37.63,74.34,70.13,12.22,6.31,0.99,75.21,1.45,1.96,22.91,55.03,100.31,722.02,BapujiNagar
14-02-2019,39.68,87.8,29.32,67.33,59.65,11.34,6.24,0.82,68.5,1.45,1.93,23.73,50.81,105.85,719.66,BapujiNagar
15-02-2019,36.39,77.78,20.16,64.88,50.89,11.18,6.06,0.75,66.96,1.45,1.92,24.29,56.45,132.78,719.48,BapujiNagar
16-02-2019,48.54,114.6,42.01,73.48,73.24,11.15,7.44,1.25,78.24,1.45,1.92,24.68,51.53,193.72,719.15,BapujiNagar
17-02-2019,42.08,95.97,28.76,65.21,58.07,12.24,7.83,0.88,73.39,1.45,1.91,25.01,46.77,215.32,718.2,BapujiNagar
18-02-2019,45.97,111.31,44.28,76.46,76.67,11.03,8.23,1.01,64.93,1.45,1.86,24.89,37.91,179.49,716.71,BapujiNagar
19-02-2019,41.83,86.48,18.15,59.19,46.24,14.52,7.88,0.84,77.26,1.45,1.88,25.25,53.44,122.39,717.33,BapujiNagar
20-02-2019,34.3,77.37,34.07,59.18,59.18,12.05,6.86,0.81,47.48,1.46,1.9,24.37,52.53,100.33,720.05,BapujiNagar
21-02-2019,46.69,102.73,47.28,65.3,73.18,13.92,7.86,0.81,44.03,1.49,1.89,19.71,46.61,93.89,721.66,BapujiNagar
22-02-2019,47.48,107.17,50.11,64.62,75.12,13.63,8.68,0.59,57.77,1.59,2.63,19.58,39.03,104.08,720.6,BapujiNagar
23-02-2019,44.08,98.71,62.82,94.47,101.32,11.89,8.57,1.11,51.77,17.49,49.99,23.98,22.57,96.24,722.51,BapujiNagar
24-02-2019,45.02,108.15,41.2,76.57,74.23,14.65,9.94,0.86,66.86,11.5,32.37,24.56,31.14,111.92,722.07,BapujiNagar
25-02-2019,41.83,98.25,43.3,75.09,75.15,13.59,17.23,0.78,84.2,11.58,36.54,27.66,28.23,137.02,721.16,BapujiNagar
26-02-2019,56.8,122.89,29.3,73.96,63.16,15.35,14.33,1.07,65.87,13.78,36.27,28.1,39.95,198.82,720.28,BapujiNagar
27-02-2019,49.13,108.25,13.89,57.2,41.72,16.33,10.43,0.7,65,9.97,28.14,27.78,51.95,189.74,719.57,BapujiNagar
28-02-2019,55.68,134.46,23.88,71,57.19,10.75,11.9,0.88,52.92,17.45,30.74,27.88,39.15,216.29,720.59,BapujiNagar
01-03-2019,58.4,133.77,25.06,74.37,59.93,15.96,11.9,1.07,42.25,15.48,47.01,28.41,49.8,152.44,720.54,BapujiNagar
02-03-2019,40,87.88,16.19,55.24,42.55,14.59,6.91,0.6,62.08,6.05,24,27.69,57.07,114.86,721.67,BapujiNagar
03-03-2019,36.74,84.71,17.71,57.34,44.89,11.45,9.47,0.68,66.04,6.86,22.91,27.59,53.08,135.7,721.7,BapujiNagar
04-03-2019,40.52,88.75,6.4,48.46,30.98,12.64,11.67,0.59,82.49,5.6,17.84,28.31,52.42,169.08,720.62,BapujiNagar
05-03-2019,51.78,118.06,23.03,62.82,52.15,11.63,6.18,1.16,65.73,8.98,24.88,28.25,54.62,207.32,720.69,BapujiNagar
06-03-2019,54.57,132.38,29.52,74.06,64.16,10.64,7.83,1.03,55.71,12.09,32.55,29.21,41.09,236.85,720.97,BapujiNagar
07-03-2019,71.35,180.27,87.1,82.3,112.48,14.45,11.75,1.26,42.52,17.6,47.65,29.89,28.24,225.72,720.07,BapujiNagar
08-03-2019,58,149.33,72.458,79.79,99.66,13.542,11.28,1.02,34.9,12.82,34.28,29.64,31.61,199.21,721.29,BapujiNagar
09-03-2019,51.57,123.29,57.816,77.28,86.84,12.634,7.71,0.85,58.53,9.11,27.12,28.39,53.81,181.97,723.05,BapujiNagar
10-03-2019,35.7,82,43.174,74.77,74.02,11.726,9.35,0.67,67.18,4.72,16.38,28.97,52.28,147.76,723.07,BapujiNagar
11-03-2019,34.31,82.41,28.532,72.26,61.2,10.818,11.9,0.67,86.17,4.09,15.56,28.88,45.5,147.58,723.84,BapujiNagar
12-03-2019,47.54,105.18,13.89,69.75,48.38,9.91,15.95,0.54,102.86,4.77,18.05,28.5,39.5,151.74,724.12,BapujiNagar
13-03-2019,50.18,112.46,17.29,68.95,50.73,10.48,17.23,0.71,95.89,6.11,20.27,28.49,33.82,138.45,724.57,BapujiNagar
14-03-2019,43.88,104.82,14.67,61.2,44.49,10.44,10.85,0.54,100.74,4.49,17.5,28.46,30.47,124.7,724.34,BapujiNagar
15-03-2019,43.1,97.45,16.52,69.48,50.39,10.92,12.01,0.51,52.44,5,20.13,28.07,29.02,117.25,723.9,BapujiNagar
16-03-2019,46.86,107.73,40.38,76,73.26,13.45,8.82,0.66,38.39,7.44,24.07,27.54,34.55,104.07,723.67,BapujiNagar
17-03-2019,44.49,94,24.12,77.07,60.61,15.08,6.71,0.76,78.96,6.74,21.82,27.66,36.39,121.53,723.07,BapujiNagar
18-03-2019,40.48,92.91,14.46,66.75,47.26,15.15,10.96,0.44,88.82,5.38,19.37,26.81,44.9,161.94,722.64,BapujiNagar
19-03-2019,38.67,86.41,15.44,62.88,46,14.95,7.56,0.82,68.24,4.84,18.65,27.48,49.15,162.61,721.35,BapujiNagar
20-03-2019,39.9,90.76,16.88,62.71,47.09,14.44,9.96,0.57,62.1,4.73,18.43,28.32,48.25,161.11,721.24,BapujiNagar
21-03-2019,39.68,88.16,15.37,67.36,48.33,13.58,9.2,0.66,77.35,5.41,19.19,28.19,44.22,173.42,722.23,BapujiNagar
22-03-2019,39.83,91.39,16.34,67.74,49.31,13.84,12,0.66,73.46,7.42,22.38,28.22,43.48,161.86,722.73,BapujiNagar
23-03-2019,40.69,98.64,18.83,70.73,52.93,13.87,7.96,0.66,69.3,7.1,24.65,24.83,41.16,161.23,722.27,BapujiNagar
24-03-2019,38.83,91.69,15.04,60.97,44.65,14.85,6.05,0.57,79.03,5.01,18.28,27.69,45.76,163.59,721.58,BapujiNagar
25-03-2019,43.45,102.27,22.89,68.07,54.82,14.92,11.48,0.66,64.31,5.39,21.32,29.72,42.27,125.74,721.52,BapujiNagar
26-03-2019,44.88,103.39,20.85,68.16,53.21,14.15,10.29,0.62,78.63,5.07,19.62,23.92,35.69,140.56,722.76,BapujiNagar
27-03-2019,53.83,129.39,36.5,76.97,70.62,14.66,11.93,0.79,67.16,7.61,23.41,23.38,39.11,152.08,723.95,BapujiNagar
28-03-2019,57.54,139.31,34.47,81.34,71.3,16.12,8.7,0.8,57.33,8.71,29.07,29.6,36.78,162.33,723.09,BapujiNagar
29-03-2019,58,130.74,25.21,76.24,61.05,16.66,8.99,0.85,73.21,8.59,23.8,28.95,44.74,181.93,721.49,BapujiNagar
30-03-2019,51.07,121.87,23.63,76.35,59.82,16.33,6.73,0.77,56.36,7,24.28,29.03,42.04,171.49,721.46,BapujiNagar
31-03-2019,47.17,103.27,17.52,63.7,48.13,17.29,4.27,0.56,57.27,5.72,17.31,29.06,49.25,179.24,721.96,BapujiNagar
01-04-2019,45.83,104.43,20.88,67.1,52.66,16,5.37,0.63,55.88,6.29,18.16,29.36,44.77,180.14,721.76,BapujiNagar
02-04-2019,47.86,115.93,23.28,68.7,55.47,16.7,5.54,0.71,59.17,6.98,22.52,29.31,47.07,179.27,721.35,BapujiNagar
03-04-2019,46.85,107.43,23.19,69.49,55.82,16.45,5.18,0.62,67.12,6.66,21.28,29.64,40.5,158.01,721.09,BapujiNagar
04-04-2019,36.66,101.24,21.68,59.03,49.02,21.1,10.39,0.55,60.77,4.48,19.26,29.18,41.06,143.68,722.47,BapujiNagar
05-04-2019,45.72,101.13,16.94,62.28,46.89,17.53,7.15,0.68,65.35,8.11,18.58,27.69,42.11,178.12,723.08,BapujiNagar
06-04-2019,46.41,100.53,16.67,63.96,48.97,19.11,6.62,0.69,73.51,6.9,24.11,20.62,42.31,170.68,722.11,BapujiNagar
07-04-2019,39.34,85.96,20.17,61.2,50.15,18.11,5.56,0.6,72.71,5.74,17.56,27.32,41.09,170.36,721.06,BapujiNagar
08-04-2019,38.54,91.47,21.98,61.36,51.56,18.52,5.07,0.65,64.04,5.72,17.97,29.22,47.09,174.55,720.39,BapujiNagar
09-04-2019,40.79,82.27,19.2,59.62,47.79,24.6,4.06,0.58,73.12,5.04,16.88,28.29,51.64,211.47,720.99,BapujiNagar
10-04-2019,52.99,107.72,25.06,62.64,54.49,23.38,5.65,0.65,55.36,6.79,19.69,29.72,44.4,171.95,721.18,BapujiNagar
11-04-2019,44.98,96.52,22.48,56.35,49.64,23.26,6.57,0.57,54.78,5.94,20.57,29.72,47.05,167.97,721.07,BapujiNagar
12-04-2019,52.01,113.61,24.06,62.63,54.8,24.14,4.98,0.74,58.82,9.57,20.92,30.31,42.09,167.7,720.46,BapujiNagar
13-04-2019,40.02,94.66,11.32,55.4,38.67,21.68,10.93,0.64,70.49,4.9,14.09,30.24,42.75,162.3,720.77,BapujiNagar
14-04-2019,36.39,83.76,7.88,52.8,34.5,14.12,9.43,0.56,75.81,2.41,9.85,30.29,38.16,155.87,721.08,BapujiNagar
15-04-2019,43.14,92.92,11.61,59.74,41.22,14.47,9.6,0.64,67.9,4.68,17.59,29.96,38.34,167.79,721.12,BapujiNagar
16-04-2019,40.57,90.88,10.78,58.99,40.15,14.78,6.97,1.49,57.02,4.24,10.65,29.89,44.51,197.55,720.71,BapujiNagar
17-04-2019,45,97.77,26.12,57.31,51.72,19.61,8.8,0.52,32.4,4.74,11.81,28.09,61.07,203.8,721.68,BapujiNagar
18-04-2019,36.05,77.07,16.18,57.71,43.85,19.51,6.7,0.713333333,56.58,4.12,12.15,28.43,57.79,196.5,721.11,BapujiNagar
19-04-2019,30.91,68.61,9.22,54.45,36.46,18.94,6.06,0.906666667,59.17,2.88,9.66,25.02,57.05,194.11,720.44,BapujiNagar
20-04-2019,32.28,65.83,9.24,55.98,37.28,16.93,10.34,1.1,62.68,3.11,9.07,19.28,60.4,199.47,719.18,BapujiNagar
21-04-2019,29.35,45.8,7.91,57.84,37.19,14.63,8.36,0.83,62.77,3.37,8.39,18.55,55.9,212.49,718.98,BapujiNagar
22-04-2019,40.81,99.55,15.63,61.32,45.32,26.3,7.7,0.65,51.71,3.77,10.56,25.04,60.39,188.84,718.67,BapujiNagar
23-04-2019,36.49,71.83,13.74,67.33,46.98,14.64,8.74,0.72,73.28,4.17,10.8,20.47,51.65,170.43,720.15,BapujiNagar
24-04-2019,39.46,81.74,20,75.26,56.29,14.39,6.92,0.66,64.22,5.04,12.57,21.36,44,160.38,721.03,BapujiNagar
25-04-2019,45.71,93.81,17.84,72.58,53.12,14.56,9.92,0.63,70.74,4.02,15.48,26.31,40.64,141.35,720.97,BapujiNagar
26-04-2019,45.57,87.14,9.92,56.64,38.2,17.65,4.83,0.46,61.46,3.91,13.84,26.59,54.64,194.18,720.43,BapujiNagar
27-04-2019,46.855,93.58,11.275,61.99,41.99,19.76,12.775,0.675,50.645,4.28,13.825,27.645,46.225,166.57,719.66,BapujiNagar
28-04-2019,48.14,100.02,12.63,67.34,45.78,21.87,20.72,0.89,39.83,4.65,13.81,28.7,37.81,138.96,718.89,BapujiNagar
29-04-2019,48.11,93.69,10.96,52.33,36.75,24.45,6.61,0.66,43.28,4.08,10.64,26.07,56.75,215.14,719.18,BapujiNagar
30-04-2019,51.3,95.2,7.21,44.61,29.59,91.4,7.16,0.42,78.95,2.51,6.91,31.02,46.62,255.56,718.75,BapujiNagar
01-05-2019,49.65333333,94.77666667,9.133333333,48.01333333,32.82,79.85333333,14.87333333,0.49,67.32666667,2.646666667,7.826666667,30.68333333,46.92666667,248.2866667,718.9966667,BapujiNagar
02-05-2019,48.00666667,94.35333333,11.05666667,51.41666667,36.05,68.30666667,22.58666667,0.56,55.70333333,2.783333333,8.743333333,30.34666667,47.23333333,241.0133333,719.2433333,BapujiNagar
03-05-2019,46.36,93.93,12.98,54.82,39.28,56.76,30.3,0.63,44.08,2.92,9.66,30.01,47.54,233.74,719.49,BapujiNagar
04-05-2019,62.6,114.28,13.31,45.92,35.24,33.78,3.32,0.58,46.18,4,9.37,28.11,57.24,230.83,721.19,BapujiNagar
05-05-2019,50.98,108.59,12.86,40.91,32.44,23.74,3.5,0.51,63.17,5.62,11.16,29.29,51,206.79,721.94,BapujiNagar
06-05-2019,51.62,98.74,9.92,40.74,30.64,21.11,3.17,0.58,80.9,5.36,12.08,29.94,50,207.38,720.41,BapujiNagar
07-05-2019,40.32,76.13,9.54,37.03,29.22,19.72,3.61,0.43,54.99,3.92,8.64,27.62,63.68,232.09,720.44,BapujiNagar
08-05-2019,38.46,77.43,20.46,40.99,38.67,17.91,3.52,0.54,32.5,3.61,10.35,27.37,65.12,248.61,720.69,BapujiNagar
09-05-2019,43.04,96.44,35.63,46.4,54.13,16.75,3.26,0.7,30.03,5.07,14.38,27.86,59.64,245.81,719.71,BapujiNagar
10-05-2019,41.73,89.36,20.56,50.13,43.39,16.85,3.13,0.62,47.07,4.73,14.05,29.64,49.19,230.29,719.33,BapujiNagar
11-05-2019,34.29,74.45,8.21,41.08,28.53,16.58,4.24,0.46,53.87,3.21,10,28.64,60.98,217.41,720.52,BapujiNagar
12-05-2019,38.11,76.63,14.3,41.49,33.69,14.77,3.38,0.59,48.37,3.32,8.62,28.54,58.59,223.96,720.06,BapujiNagar
13-05-2019,39.7,77.09,8.54,39.87,28.15,15.1,3.31,0.47,59.43,4.77,7.96,27.48,62.68,217.82,719.66,BapujiNagar
14-05-2019,44.01,92.44,13.31,44.61,34.55,13.09,2.87,0.61,50.86,4.7,8.57,28.41,58.91,218.5,719.22,BapujiNagar
15-05-2019,34.46,65.82,9.79,40.56,29.53,13.61,2.78,0.51,44.03,3.01,7.87,26.77,70.91,213.04,720.34,BapujiNagar
16-05-2019,48.66,106.62,25.9,56.46,51.1,13.57,2.94,0.94,49.59,5.01,13.88,25.99,60.34,219.06,720.65,BapujiNagar
17-05-2019,44.03,95.11,30.84,56.36,55.05,16.66,2.64,1.01,42.2,6.59,17.44,19.33,66,199.47,720.75,BapujiNagar
18-05-2019,61.49,135.27,17.13,59.5,45.57,18.8,2.53,0.86,48.18,11.46,18.25,16.33,58.85,209.38,719.85,BapujiNagar
19-05-2019,50.01,109.02,11.56,48.64,35.26,17.33,2.8,0.7,50.39,6.17,12.17,22.32,59.06,200.86,719.72,BapujiNagar
20-05-2019,53.28,115.05,14.69,50.5,38.81,17,2.92,0.71,45.3,4.77,10.75,23.41,58.55,210.98,720.33,BapujiNagar
21-05-2019,48.07,98.71,6.5,40.73,26.94,15.5,3.45,0.56,61.79,5.09,9.02,23.05,55.68,204.88,720.31,BapujiNagar
22-05-2019,41.23,93.73,16.94,45.35,37.9,13.89,3.18,0.72,74.55,6.3,11.025,19.44,61.19,220.02,719.78,BapujiNagar
23-05-2019,50.9,94.71,19.5,53.17,44.13,17.54,2.39,0.68,40.48,5.76,13.03,22.86,68.86,217.2,719.65,BapujiNagar
24-05-2019,46.69,75.88,9.06,46.54,32.34,16.02,2.04,0.53,59.53,3.32,8.19,27.29,64.42,223.86,720.2,BapujiNagar
25-05-2019,35.27,64.66,7.22,42.34,28.39,13.97,3.12,0.47,68.7,2.55,6.74,26.9,65.36,235.93,719.49,BapujiNagar
26-05-2019,29.26,51.17,4.49,39.91,24.88,10.59,3.18,0.4,98.07,2.05,5.17,27.07,63.8,231.57,718.58,BapujiNagar
27-05-2019,41.88,78.1,11.08,56.44,39.02,14.74,3.25,0.74,78.9,3.56,9.77,28.08,59.96,231.76,720.53,BapujiNagar
28-05-2019,50.23,96.08,9.16,44.25,30.99,15.79,3.42,0.56,57.4,3.56,9.19,28.54,62.74,228.31,719.78,BapujiNagar
29-05-2019,47.77,82.29,6.7,43.65,28.67,13.52,2.84,0.47,115.22,3.68,7.52,28.39,53.5,228.59,717.71,BapujiNagar
30-05-2019,66.39,108.16,6.76,37.39,25.37,14.74,2.1,0.51,78.02,6.88,6.87,28.35,59.84,223.69,718.23,BapujiNagar
31-05-2019,40.54,71.8,7.74,37.96,26.48,11.6,3.32,0.54,104.06,3.84,7.54,27.43,61.83,217.64,718.83,BapujiNagar
01-06-2019,41.74,79.18,13.82,43.62,34.44,12.27,3.22,0.68,59.32,4.23,8.42,27.55,63.93,244.95,719.9,BapujiNagar
02-06-2019,37.93,57.62,3.33,22.82,14.85,13.07,2.59,0.33,59.56,1.99,3.3,27.18,71.85,223,719.69,BapujiNagar
03-06-2019,29.78,47.34,6.19,36.65,24.53,11.3,3.13,0.48,70.24,2.06,5.61,26.46,70.24,239.71,719.91,BapujiNagar
04-06-2019,36.96,55.7,7.4,25.75,19.7,12.81,2.95,0.35,26.6,1.95,3.7,25.83,75.28,233.7,719.96,BapujiNagar
05-06-2019,35.03571429,54.46,7.22,25.45571429,19.50714286,12.34,2.89,0.342857143,26.70714286,1.964285714,3.762857143,25.97857143,73.66571429,232.4228571,719.5928571,BapujiNagar
06-06-2019,33.11142857,53.22,7.04,25.16142857,19.31428571,11.87,2.83,0.335714286,26.81428571,1.978571429,3.825714286,26.12714286,72.05142857,231.1457143,719.2257143,BapujiNagar
07-06-2019,31.18714286,51.98,6.86,24.86714286,19.12142857,11.4,2.77,0.328571429,26.92142857,1.992857143,3.888571429,26.27571429,70.43714286,229.8685714,718.8585714,BapujiNagar
08-06-2019,29.26285714,50.74,6.68,24.57285714,18.92857143,10.93,2.71,0.321428571,27.02857143,2.007142857,3.951428571,26.42428571,68.82285714,228.5914286,718.4914286,BapujiNagar
09-06-2019,27.33857143,49.5,6.5,24.27857143,18.73571429,10.46,2.65,0.314285714,27.13571429,2.021428571,4.014285714,26.57285714,67.20857143,227.3142857,718.1242857,BapujiNagar
10-06-2019,25.41428571,48.26,6.32,23.98428571,18.54285714,9.99,2.59,0.307142857,27.24285714,2.035714286,4.077142857,26.72142857,65.59428571,226.0371429,717.7571429,BapujiNagar
11-06-2019,23.49,47.02,6.14,23.69,18.35,9.52,2.53,0.3,27.35,2.05,4.14,26.87,63.98,224.76,717.39,BapujiNagar
12-06-2019,22.45,42.42,5.29,19.88,15.53,9.86,3.09,0.21,26.68,2.15,2.86,25.55,71.86,232.7,718.24,BapujiNagar
13-06-2019,37.72,62.66,10.66,19.42,18.08,9.61,2.59,0.33,16.61,3.86,4.39,26.28,70.9,236.14,718.95,BapujiNagar
14-06-2019,38.6,63.53,9.22,18.83,19.95,10.18,2.53,0.42,13.96,3.66,5.11,26.59,70.15,229.05,719.23,BapujiNagar
15-06-2019,35.29,59.16,11.4,21.72,20.95,11.08,2.92,0.34,16.93,2.85,4.99,27.28,64.76,237.95,719.69,BapujiNagar
16-06-2019,32.95,53.72,8.39,20.86,17.89,11.13,3.14,0.28,25.82,1.9,4.25,27.65,60.4,243.46,720.24,BapujiNagar
17-06-2019,39.56,68.21,9.85,24.18,20.87,10.74,2.91,0.32,25.25,2.3,4.34,27.36,60.31,240.24,720.69,BapujiNagar
18-06-2019,38.52,63.35,9.21,22.78,19.61,12.48,2.55,0.29,24.5,1.71,3.88,27.13,62.04,237,719.4,BapujiNagar
19-06-2019,40.51,68.32,11.03,25.84,22.63,11.98,2.8,0.35,24.34,3.02,4.7,27.4,62.14,241.5,718.34,BapujiNagar
20-06-2019,28.31,46.96,9.15,25.14,20.69,10.75,2.84,0.27,32.08,1.43,3.51,27.07,62.38,238.53,718.81,BapujiNagar
21-06-2019,48.32,75.51,10.23,26.49,22.14,11.91,2.68,0.41,33,6.77,5.12,25.85,69.49,236.59,718.34,BapujiNagar
22-06-2019,39.83,60.84,7.08,23.79,18.36,13.53,2.79,0.32,29.81,5.4,4.07,26.13,69.33,232.81,717.7,BapujiNagar
23-06-2019,25,35.47,8.41,23.5,18.99,12.5,2.63,0.34,28.79,2.35,4.54,25.18,77.73,224.54,716.74,BapujiNagar
24-06-2019,29.84,48.09,12.33,28.22,25.11,11.76,2.74,0.35,20.56,2.24,5.39,26.14,72.67,232.89,717.7,BapujiNagar
25-06-2019,44.54,82.94,11.39,25.85,23.18,11.18,3.02,0.36,18.02,3.33,5.81,26.48,67.84,231.46,719.04,BapujiNagar
26-06-2019,40.57,67.73,14.43,24.58,25.28,13.25,2.68,0.41,13.8,3.73,6.07,26.05,69.44,236.88,719.54,BapujiNagar
27-06-2019,39.36,75.3,11.95,21.36,21.21,14.12,2.9,0.34,18.76,6.14,4.54,26.35,65.93,241.73,719.01,BapujiNagar
28-06-2019,38.76,82.33,8.86,21.95,18.53,9.7,3.25,0.32,24.2,4.07,3.62,26.61,60.96,237.86,718.99,BapujiNagar
29-06-2019,29.49,65.43,7.22,20.13,16.58,8.92,2.96,0.29,26.63,1.58,3.58,26.27,64.52,235.68,718.72,BapujiNagar
30-06-2019,22.41,49.03,7.39,17.25,15.14,8.47,3.05,0.28,24.31,1.14,2.72,25.99,67.03,243.07,718.27,BapujiNagar
01-07-2019,25.53,71.22,9.16,18.47,17.28,8.45,2.91,0.31,23.36,1.31,3.71,26.57,63.06,241.64,717.23,BapujiNagar
02-07-2019,24.97,49.49,6.76,17.6,14.86,8.81,3,0.28,27.48,1.2,2.99,26.6,64.33,235.35,717.48,BapujiNagar
