Timestamp,PM2_5,PM10,NO,NO2,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,AT_C,RH_Percent,WD_deg,BP_mmHg,Station
16-02-2022,50.28,111.65,2.6,20.35,12.94,15.18,6.63,0.67,46.77,0.41,0.91,22.64,71.76,133.07,705.97,Hombegowda
17-02-2022,46.08,100.83,2.58,19.78,12.62,14.64,6.31,0.62,55.15,0.41,0.9,25.36,60.1,132.42,704.95,Hombegowda
18-02-2022,36.85,77.65,2.67,18.78,12.16,13.42,6.93,0.71,42.35,0.4,0.86,22.65,76.81,126.25,706.77,Hombegowda
19-02-2022,35.01,73.18,2.59,20.23,12.86,12.99,6.72,0.6,36.14,0.4,0.84,22.46,77.25,123.74,708.73,Hombegowda
20-02-2022,50.09,110.98,2.65,28.04,17.02,15.32,6.11,0.9,40.33,0.51,1.13,23.97,73.47,165.77,708.29,Hombegowda
21-02-2022,49.73,110.2,2.64,28.8,17.45,15.25,7.13,0.92,40.41,0.56,1.25,25.02,74.92,183.88,707.25,Hombegowda
22-02-2022,52.2,116.57,2.57,20.55,13.02,16.36,7.3,0.69,46.28,0.45,1,25.54,71.76,146.81,708.53,Hombegowda
23-02-2022,33.71,69.56,2.64,18.68,12.09,12.97,6.78,0.63,35.54,0.4,0.87,23.95,74.27,127.84,710.78,Hombegowda
24-02-2022,26.86,52.55,2.58,19.87,12.67,11.76,6.32,0.57,27.13,0.41,0.88,23.21,73.66,129.59,711.69,Hombegowda
25-02-2022,38.36,81.74,2.52,25.21,15.46,12.73,7.06,0.63,33.46,0.4,0.86,23.72,69.36,125.99,710.8,Hombegowda
26-02-2022,37.47,79.28,2.6,23.1,14.4,13.38,6.09,0.58,31.72,0.4,0.88,23.21,70.61,127.53,710.65,Hombegowda
27-02-2022,30.08,60.8,2.55,18.25,11.78,12.69,6.62,0.59,30.48,0.4,0.86,23.62,69.43,125.85,710.92,Hombegowda
28-02-2022,27.87,54.78,2.64,21.88,13.79,11.59,6.56,0.68,28.95,0.42,0.93,23.91,67.16,136.71,710.55,Hombegowda
01-03-2022,27.96,55.03,2.61,19.68,12.59,11.92,6.18,0.51,31.31,0.4,0.87,24.66,65.31,126.6,710.54,Hombegowda
02-03-2022,34.31,71.27,2.57,29.51,17.78,11.86,6.49,0.61,28.27,0.42,0.91,23.72,60.23,133.86,710.27,Hombegowda
03-03-2022,39.67,84.88,2.59,24.39,15.07,13.35,6.5,0.65,35.07,0.4,0.87,23.6,62.1,127.51,709.82,Hombegowda
04-03-2022,34.44,71.49,2.53,20.98,13.22,13.27,5.02,0.58,38.46,0.38,0.8,24.41,60.5,115.61,709.56,Hombegowda
05-03-2022,28.69,57.28,2.6,20.47,13,12.68,5.82,0.62,33.85,0.39,0.82,24.46,62.73,118.65,708.97,Hombegowda
06-03-2022,26.65,51.81,2.58,15.31,10.24,12.1,6.32,0.54,34.37,0.39,0.83,23.77,66.43,121.58,708.56,Hombegowda
07-03-2022,26.05,50.55,2.61,16.47,10.89,12.11,6.01,0.62,36.59,0.4,0.86,22.17,78.19,126.79,708.85,Hombegowda
08-03-2022,36.95,77.99,2.58,20.3,12.9,13.55,5.92,0.59,37.84,0.41,0.9,24.22,66.96,132.1,708.75,Hombegowda
09-03-2022,42.83,93.06,2.63,24.36,15.1,14.19,5.73,0.64,43.56,0.42,0.91,25.62,56.64,133.91,708.36,Hombegowda
10-03-2022,46.16,101.26,2.63,23.51,14.65,14.63,7.07,0.66,54.44,0.4,0.88,25.71,51.33,129.73,708.05,Hombegowda
11-03-2022,42.51,91.82,2.56,25.75,15.78,13.48,7.28,0.73,45.53,0.4,0.84,25.95,46.49,122.83,707.85,Hombegowda
12-03-2022,43.05,93.13,2.58,26.71,16.31,13.89,7.74,0.69,45.72,0.39,0.84,25.82,46.83,123.78,707.58,Hombegowda
13-03-2022,46.37,101.44,2.63,20.54,13.06,14.74,7.56,0.64,52.19,0.39,0.85,25.82,44.54,123.74,708.05,Hombegowda
14-03-2022,53.39,119.49,2.62,30.3,18.24,15.87,6.58,0.79,51.89,0.4,0.88,26.24,47.59,128.35,708.32,Hombegowda
15-03-2022,59.04,133.68,2.62,32.4,19.37,15.88,7.03,0.92,53.06,0.46,1.01,26.42,49.47,147.3,707.15,Hombegowda
16-03-2022,57.22,129.18,2.58,31.37,18.78,15.55,7.02,0.96,45.7,0.55,1.22,26.48,50.31,178.33,706.47,Hombegowda
17-03-2022,59.28,134.08,2.66,40.03,23.45,15.59,6.71,1.02,38.31,0.52,1.13,26.94,47.33,165.74,705.88,Hombegowda
18-03-2022,54.93,123.18,2.59,30.22,18.18,15.86,6.96,0.9,42.46,0.59,1.3,27.08,42.8,190.67,705.52,Hombegowda
19-03-2022,42.62,92.2,2.65,14.87,10.08,15.26,6.77,0.68,44.43,0.74,1.62,26.32,51.47,238.61,705.45,Hombegowda
20-03-2022,34.42,71.42,2.53,16.47,10.82,14.87,5.62,0.65,39.37,0.75,1.65,25.48,60,242.3,705.89,Hombegowda
21-03-2022,35.02,72.9,2.61,16.47,10.88,14.93,6.09,0.63,39.04,0.75,1.64,25.63,63.17,241.51,705.85,Hombegowda
22-03-2022,35.21,73.52,2.64,25.77,15.85,16.1,5.67,1.01,43.14,0.7,1.54,25.85,69.7,226.14,706.21,Hombegowda
23-03-2022,47.92,105.61,2.63,28.04,17.05,18.08,6.26,0.78,42.08,0.5,1.12,27.19,65.68,163.42,705.54,Hombegowda
24-03-2022,47.38,104.33,2.61,18.51,11.96,17.22,6.95,0.72,45.09,0.55,1.23,27.39,68.41,180.83,705.77,Hombegowda
25-03-2022,40.58,87.18,2.64,18.67,12.07,15.7,6.38,0.72,42.67,0.59,1.31,26.99,67.68,192.81,706.92,Hombegowda
26-03-2022,43.67,94.89,2.69,20.37,13.03,15.08,6.77,0.74,42.33,0.54,1.18,27.18,67.51,172.99,708.46,Hombegowda
27-03-2022,41.54,89.41,2.62,22.33,14.01,15.02,5.91,0.77,38.08,0.51,1.12,27.81,58.86,164.49,708.76,Hombegowda
28-03-2022,43.61,94.57,2.56,23,14.31,15.94,6.52,0.55,36.86,0.53,1.18,28.16,57.4,174.09,708.53,Hombegowda
29-03-2022,41.58,89.66,2.65,19.49,12.52,15.12,6.59,0.52,42.4,0.62,1.38,28.53,54.59,202.69,707.34,Hombegowda
30-03-2022,46.53,102.04,2.62,20.6,13.09,15.03,5.01,0.53,40.68,0.72,1.58,27.9,59.64,232.95,707.17,Hombegowda
31-03-2022,42.68,92.05,2.56,22.11,13.85,14.28,5.62,0.62,39.39,0.72,1.58,27.85,56.29,232.59,707.4,Hombegowda
01-04-2022,42.14,90.6,2.58,17.72,11.52,14.7,6.54,0.53,39.92,0.72,1.6,26.99,64.97,235.78,707.43,Hombegowda
02-04-2022,41.01,88.3,2.62,21.01,13.31,15.13,6.3,0.61,37.67,0.65,1.44,26.89,66.43,211.08,708.41,Hombegowda
03-04-2022,39.51,84.4,2.68,17.08,11.26,14.75,6.15,0.46,37.9,0.59,1.3,27.4,65.26,190.29,707.88,Hombegowda
04-04-2022,42.95,93.26,2.54,17.98,11.63,15.21,6.92,0.42,38.99,0.45,1.01,27.34,66.05,148.04,708.36,Hombegowda
05-04-2022,38.61,82.21,2.64,17.43,11.42,14.14,6.28,0.39,35.61,0.46,1.03,27.39,64.17,151.56,709.96,Hombegowda
06-04-2022,45.96,100.77,2.6,21.14,13.36,14.82,6.92,0.42,39.06,0.49,1.07,27.94,53.79,158.15,709.92,Hombegowda
07-04-2022,46.32,101.49,2.62,20.14,12.84,14.58,6.19,0.51,41.87,0.47,1.03,28.25,49.95,152.01,708.9,Hombegowda
08-04-2022,34.51,71.94,2.59,17.66,11.5,13.38,6.3,0.38,33.23,0.44,0.99,27.86,57.52,145.71,707.94,Hombegowda
09-04-2022,29.92,60.19,2.49,16.56,10.84,12.53,7.03,0.36,33.15,0.5,1.09,28.09,56.78,160.71,707.12,Hombegowda
10-04-2022,27.83,54.89,2.61,18.46,11.93,11.72,6.06,0.39,30.41,0.52,1.15,27.32,58.17,168.38,706.89,Hombegowda
11-04-2022,29.39,58.88,2.56,18.18,11.75,11.99,6.71,0.38,32.54,0.41,0.89,28.41,51.73,132.4,705.99,Hombegowda
12-04-2022,23.22,43.44,2.6,16.29,10.77,11.13,6.57,0.35,26.51,0.42,0.93,28.19,59.19,137.07,705.35,Hombegowda
13-04-2022,20.38,36.18,2.6,18.35,11.87,11.18,6.76,0.36,19.81,0.52,1.17,25.58,68.71,171.67,705.14,Hombegowda
14-04-2022,19.77,34.74,2.6,18.21,11.8,11.62,6.11,0.35,26.5,0.7,1.55,25.09,69.12,227.58,706.07,Hombegowda
15-04-2022,20.85,37.49,2.56,21.22,13.38,11.87,6.23,0.47,35.61,0.69,1.52,24.89,52.79,222.99,705.86,Hombegowda
16-04-2022,27.29,53.89,2.54,19.9,12.64,13.09,5.92,0.42,37.92,0.69,1.51,26.04,50.97,222.57,705.04,Hombegowda
17-04-2022,31.09,63.29,2.67,23.72,14.8,14.2,5.95,0.51,34.65,0.72,1.58,24.99,56.44,232.59,707.9,Hombegowda
18-04-2022,21.45,38.77,2.6,20.85,13.2,12.94,6.6,0.46,29.85,0.71,1.56,24.38,61.85,229.79,707.58,Hombegowda
19-04-2022,32.74,67.36,2.55,29.19,17.59,13.67,6.83,1.4,25.98,0.64,1.42,25.49,53.54,208.36,708.58,Hombegowda
20-04-2022,43.73,95.11,1.743333333,21.18,12.65,9.866666667,7.06,0.75,32.85,0.51,1.12,28.55,48.03,164.89,706.6,Hombegowda
21-04-2022,50.9,113.33,0.936666667,13.17,7.71,6.063333333,6.85,6.42,36.31,0.46,1.01,28.76,50.59,149.66,705.92,Hombegowda
22-04-2022,44.34,96.6,0.13,5.16,2.77,2.26,6.71,1,33.28,0.46,1.04,27.86,55,153.05,706.79,Hombegowda
23-04-2022,31.28,63.51,0.11,4.58,2.45,1.62,6.79,0.39,25.9,0.46,1.02,27.15,52.07,150.57,707.69,Hombegowda
24-04-2022,30.24,61.02,0.11,4.25,2.28,1.24,7.82,0.38,31.7,0.55,1.21,28.06,46.68,178.74,706.56,Hombegowda
25-04-2022,42.1,90.83,0.11,4.89,2.64,1.58,8.47,0.49,38.1,0.52,1.14,29.03,45.67,167.9,705.94,Hombegowda
26-04-2022,40.81,87.79,0.11,5.39,2.9,1.53,7.01,0.53,38.46,0.53,1.19,29.15,46,174.45,706.36,Hombegowda
27-04-2022,47.28,104.1,0.11,4.83,2.6,1.67,8.83,0.52,37.64,0.47,1.06,29.85,43.54,154.49,705.92,Hombegowda
28-04-2022,41.98,90.5,0.1,4.56,2.47,1.57,7.95,0.52,38.17,0.6,1.32,29.09,46.93,193.3,706.89,Hombegowda
29-04-2022,40.96,88.31,0.12,5.84,3.14,1.55,8.26,0.54,44.12,0.65,1.42,29.53,43.29,208.6,706.75,Hombegowda
30-04-2022,32.18,66.155,0.1,4.03,2.15,1.56,7.22,0.37,46.35,0.79,1.73,27.99,49.56,253.81,705.76,Hombegowda
01-05-2022,23.4,44,0.11,4.63,2.49,1.52,7.6,0.42,36.87,0.77,1.7,24.71,56.17,248.92,705.06,Hombegowda
02-05-2022,29.31,58.78,0.11,5.79,3.1,1.44,6.58,0.57,26.72,0.72,1.58,26.34,53.97,232.61,705.01,Hombegowda
03-05-2022,26.55,51.63,0.11,6.12,3.29,2.79,6.06,0.3,36.34,0.72,1.59,27.05,52.95,234.23,705.35,Hombegowda
04-05-2022,25.15,48.09,0.13,14.85,7.99,5.02,8.44,0.56,34.92,0.64,1.41,25.87,55.97,207.9,706.45,Hombegowda
05-05-2022,18.05,29.98,0.17,12.35,6.61,7.33,7.58,0.31,27.82,0.8,1.75,23,65,258,706.64,Hombegowda
06-05-2022,28.06,55.57,0.39,32.61,17.5,33.7,7.89,0.71,25.4,0.65,1.42,25.67,57.74,209.51,705.4,Hombegowda
07-05-2022,32.14,65.68,0.6,23.21,12.62,11.54,5.28,0.5,28.77,0.71,1.55,26.1,57.45,228.73,705.06,Hombegowda
08-05-2022,36.1,75.37,0.925,13.29,7.68,5.825,7.66,0.37,34.1,0.79,1.73,26.16,61.34,255.22,703.3,Hombegowda
09-05-2022,33.92,70.49,1.25,3.37,2.74,0.11,9.57,0.31,34.89,0.84,1.83,27.21,53.76,266.66,701.54,Hombegowda
10-05-2022,31.55,64.41,1.1,3.4,2.75,0.1,8.05,0.34,19.03,0.83,1.81,22.61,70.62,267.15,701.86,Hombegowda
11-05-2022,28.7,57.2,1.24,3.43,2.82,0.13,6.18,0.25,17.43,0.86,1.86,23.04,68.78,274.48,701.84,Hombegowda
12-05-2022,18.38,31.08,1.19,3.38,2.77,0.15,6.404,0.28,17.1,0.81,1.8,21.96,71.44,265.54,703.35,Hombegowda
13-05-2022,16.5,25.87,1.24,3.4,2.84,0.1,6.628,0.22,15.87,0.84,1.85,21.57,69.5,273.54,703.96,Hombegowda
14-05-2022,18.06666667,30.02,1.11,3.44,2.72,0.13,6.852,0.21,23.53,0.88,1.89,27.48,53.25,278,703.94,Hombegowda
15-05-2022,19.63333333,34.17,1.17,3.43,2.78,0.15,7.076,0.56,18.32,0.74,1.63,28.7,57.45,240.09,704.27,Hombegowda
16-05-2022,21.2,38.32,1.38,17.4,10.38,9.94,7.3,0.31,16.55,0.73,1.62,26.66,64.97,237.4,704.16,Hombegowda
17-05-2022,25.54,49.38,1.42,13.66,8.42,8.01,6.98,0.51,21.13,0.71,1.55,23.96,64.48,228.35,702.71,Hombegowda
18-05-2022,16.15,27.28,1.34,16.62,9.94,7.62,4.57,0.44,19.37,0.49,1.07,24.51,65.01,157.1,702.65,Hombegowda
19-05-2022,16.22,36.25,1.44,8.39,5.64,4.39,4.75,0.25,19.2,0.76,1.67,21.08,71.32,246.01,704.15,Hombegowda
20-05-2022,33.7,69.71,1.28,10.7,6.73,4.28,4.01,0.29,16,0.82,1.8,21.95,64.33,266.31,705.78,Hombegowda
21-05-2022,29.93,60.08,1.36,10.44,6.66,4.6,4.68,0.31,20.96,0.87,1.91,22.79,60.46,279.78,705.49,Hombegowda
22-05-2022,22.17,40.81,1.32,8.33,5.5,4.54,4.23,0.24,17.09,0.84,1.83,23.81,62.35,270.6,704.27,Hombegowda
23-05-2022,19.68,34.59,1.35,8.96,5.86,4.2,4.15,0.25,15.75,0.86,1.88,25.35,60.72,277.05,703.66,Hombegowda
24-05-2022,28.19,55.82,1.27,10.64,6.68,4.29,5.01,0.43,18.25,0.84,1.81,26.25,60.08,266.34,705.5,Hombegowda
25-05-2022,29.74,59.64,1.6,15.56,9.58,4.27,5.29,0.59,19.1,0.73,1.61,25.47,62.73,237.23,706.88,Hombegowda
26-05-2022,29.82,60.02,1.34,12.54,7.71,4.42,5.3,0.34,22.85,0.74,1.61,25.75,64.53,237.99,706.79,Hombegowda
27-05-2022,38.1,80.92,1.32,9.86,6.32,4.87,4.48,0.32,19.85,0.85,1.84,26,59.05,270.43,706.54,Hombegowda
28-05-2022,29.6,59.6,1.33,7.89,5.28,4.42,4.75,0.25,20.16,0.83,1.81,25.74,61.49,267.29,705.9,Hombegowda
29-05-2022,22.89,42.8,1.42,6.89,4.8,3.94,3.77,0.22,22.32,0.84,1.82,25.72,58.27,266.66,705.66,Hombegowda
30-05-2022,26.71,52.21,1.34,9.65,6.22,3.94,4.13,0.3,22.24,0.8,1.74,25.33,61.6,257.06,704.99,Hombegowda
31-05-2022,17.78,29.77,1.41,12.38,7.73,3.7,4.29,0.32,21.39,0.82,1.78,23.8,63.23,263.31,704.59,Hombegowda
01-06-2022,22.07,40.54,1.38,11.15,7.05,3.7,3.89,0.33,19.2,0.83,1.79,24.93,58.39,263.28,704.67,Hombegowda
02-06-2022,24.07,45.6,1.27,8.84,5.73,3.73,4.78,0.26,21.67,0.87,1.89,25.95,58.55,276.93,704.66,Hombegowda
03-06-2022,27.76,54.96,1.32,10.48,6.66,3.6,4.79,0.31,24.96,0.82,1.78,25.04,66.04,259.6,704.48,Hombegowda
04-06-2022,30.25,31.96,1.32,17.69,10.48,4.62,6.03,0.5,29.48,0.9,1.4,23.46,45.2,256.64,711.26,Hombegowda
05-06-2022,15.46,40.61,1.29,9.44,6.07,4.95,4.25,0.3,35.04,0.8,1.75,25.65,61,258.32,704.24,Hombegowda
06-06-2022,10.05,26.46,1.34,13.42,8.23,4.33,5.04,0.38,30.61,0.79,1.72,24.52,59.16,253.5,704.76,Hombegowda
07-06-2022,12.19,32.14,1.44,13.12,8.15,4.53,4.85,0.34,20.19,0.84,1.83,24.72,61.75,268.96,705.27,Hombegowda
08-06-2022,8.15,21.76,1.35,11.2,7.06,4,3.34,0.29,19.59,0.86,1.87,24.89,55.88,275.8,705.18,Hombegowda
09-06-2022,6.89,18.21,1.3,10.99,6.9,3.81,3.81,0.22,18.19,0.86,1.86,25.15,56.23,274.61,704.92,Hombegowda
10-06-2022,7.86,20.78,1.36,10.42,6.65,3.75,3.64,0.2,15.92,0.83,1.83,25.09,56.95,269.57,705.41,Hombegowda
11-06-2022,9.12,24.11,1.31,9.63,6.19,3.86,5.11,0.2,14.84,0.82,1.8,24.81,60.8,266.36,706.07,Hombegowda
12-06-2022,5.73,15.24,1.36,8.38,5.57,3.87,5.56,0.17,15.06,0.82,1.8,24.69,62.47,265.52,706.05,Hombegowda
13-06-2022,6.41,17.04,1.32,10.16,6.48,3.75,5.3,0.22,15.96,0.84,1.84,24.53,53.69,269.52,706.7,Hombegowda
14-06-2022,8.55,21.56,1.32,9,5.86,3.67,5.79,0.22,21.1,0.82,1.79,25.27,58.81,264.8,706,Hombegowda
15-06-2022,8.14,21.4,1.3,10.53,6.66,3.62,4.14,0.27,16.2,0.85,1.84,23.84,58.69,271.04,705.62,Hombegowda
16-06-2022,9.81,25.5,1.29,11.92,7.39,3.76,4.37,0.34,14.84,0.79,1.73,24.55,63.05,255.02,705.21,Hombegowda
17-06-2022,9.5,23.82,1.35,12.74,7.87,3.52,3.77,0.37,24.84,0.71,1.56,24.52,65.33,228.46,704.98,Hombegowda
18-06-2022,6.53,17.34,1.44,12.05,7.58,3.64,4.5,0.34,15.8,0.78,1.7,24.09,68.7,250.33,705.2,Hombegowda
19-06-2022,3.75,9.95,1.35,8.5,5.62,3.44,3.83,0.22,16.22,0.85,1.84,24.3,70.98,271.55,705.57,Hombegowda
20-06-2022,7.71,20.33,1.34,9.91,6.36,3.64,5.18,0.17,13.26,0.85,1.84,23.76,69.89,271.89,704.96,Hombegowda
21-06-2022,4.57,11.99,1.34,9.79,6.29,3.58,5.05,0.216,12.34,0.82,1.8,23.22,65.11,265.2,703.95,Hombegowda
22-06-2022,6.07,15.65,1.3,11.16,6.99,3.61,4.86,0.262,11.3,0.82,1.78,22.59,65.33,262.32,704.99,Hombegowda
23-06-2022,6.49,17.25,1.38,11.37,7.17,3.51,5.03,0.308,12.28,0.81,1.78,23.04,67.52,260.99,705.68,Hombegowda
24-06-2022,4.78,12.69,1.37,12.05,7.53,3.72,4.74,0.354,11.47,0.82,1.81,24.12,62.45,266.02,705.1,Hombegowda
25-06-2022,8.81,23.27,1.28,12.31,7.57,4.08,4.91,0.4,10.7,0.83,1.82,23.08,58.6,267.83,703.53,Hombegowda
26-06-2022,14.28,37.64,1.35,11.67,7.31,4.26,4.46,0.2,10.57,0.82,1.79,23.73,54.91,264.55,703.62,Hombegowda
27-06-2022,11.92,31.42,1.31,12.5,7.7,4.26,4.77,0.23,10.81,0.82,1.8,23.31,55.71,265.94,705.28,Hombegowda
28-06-2022,10.27,27.07,1.43,12.24,7.66,4.1,5.3,0.2,11.9,0.82,1.82,23.77,57.92,268.29,705.05,Hombegowda
29-06-2022,5.48,14.56,1.38,12.42,7.72,3.87,4.32,0.22,12.25,0.84,1.85,24.07,61.56,271.9,703.79,Hombegowda
30-06-2022,4.27,11.18,1.39,12.18,7.61,4.02,4.97,0.23,10.57,0.91,1.98,22.94,69.56,292.19,703.64,Hombegowda
01-07-2022,7.59,20.08,1.26,12.5,7.68,4.2,4.9,0.25,9.98,0.99,2.13,23.53,62.61,314.21,703.82,Hombegowda
02-07-2022,14.81,38.98,1.27,14.28,8.63,4.32,3.94,0.29,10.17,0.97,2.11,23.85,64.62,310.65,703.11,Hombegowda
03-07-2022,11.24,29.07,1.25,10.98,6.86,4.06,4.68,0.18,10.95,0.97,2.1,23.57,76.92,309.08,703.42,Hombegowda
04-07-2022,4.76,12.2,1.41,12.32,7.68,4.13,4.85,0.22,9.59,0.93,2.01,22.52,73.34,296.7,703.44,Hombegowda
05-07-2022,4.72,12.54,1.34,12.51,7.75,4.51,3.74,0.22,9.85,0.92,2.03,22.33,69.62,297.86,702.52,Hombegowda
06-07-2022,7.03,18.46,1.37,12.75,7.9,4.62,4.69,0.23,9.35,0.94,2.03,21.93,66.12,299.35,704.1,Hombegowda
07-07-2022,6.38,16.7,1.34,12.12,7.53,4.43,5,0.23,9.13,0.95,2.06,21.82,65.02,303.5,706.02,Hombegowda
08-07-2022,7.98,21.04,1.25,13.68,8.29,4.91,4.2,0.22,9.21,0.94,2.02,21.86,65.89,298.05,704.99,Hombegowda
09-07-2022,7.15,18.71,1.43,12.46,7.79,4.63,4.24,0.22,9.38,0.93,2.02,21.59,73.82,297.23,703.38,Hombegowda
10-07-2022,4.49,12.15,1.34,11.99,7.48,4.89,4.51,0.2,9.42,0.95,2.05,22.3,64.11,303.01,703.94,Hombegowda
11-07-2022,4.97,13.5,1.4,13.25,8.18,4.87,4.01,0.24,9.31,0.91,1.98,21.33,63.48,291.74,705.87,Hombegowda
12-07-2022,9.77,25.82,1.34,11.79,7.36,5.27,3.68,0.19,8.98,0.94,2.03,22.78,57.64,298.74,705.34,Hombegowda
13-07-2022,5.96,15.62,1.34,11.7,7.31,5.47,4.49,0.21,8.87,0.86,1.88,21.72,62.48,276.19,703.28,Hombegowda
14-07-2022,4.51,11.96,1.34,12.26,7.59,5.35,4.63,0.21,8.9,0.79,1.73,21.2,66.51,255.25,702.06,Hombegowda
15-07-2022,8.34,22.02,1.25,12.03,7.41,5.12,4.15,0.23,8.79,0.76,1.67,21.91,62.3,245.75,703.31,Hombegowda
16-07-2022,6.38,17.03,1.44,10.33,6.66,5.26,3.68,0.24,8.67,0.74,1.61,22.1,67.61,237.1,704.22,Hombegowda
17-07-2022,4.75,12.69,1.23,9.66,6.13,5.03,4.32,0.21,8.98,0.76,1.66,23.01,69.74,243.96,704.83,Hombegowda
18-07-2022,6.52,17.05,1.45,10.53,6.78,4.84,4.05,0.25,8.83,0.57,1.25,22.38,66.01,184.19,705.47,Hombegowda
19-07-2022,10.28,27.15,1.37,12.25,7.63,4.49,4.17,0.25,9.91,0.54,1.12,24.32,59.61,165.15,705.42,Hombegowda
20-07-2022,15.56,41.32,1.31,13.35,8.17,5.18,4.97,0.28,12.41,0.34,0.96,24.46,61.05,179.03,707.17,Hombegowda
21-07-2022,12.42,32.42,1.3,11.76,7.32,4.15,4.96,0.26,12.41,0.13,0.72,24.1,63.88,265.45,705.34,Hombegowda
22-07-2022,14.42,38.15,1.28,12.56,7.72,4.38,4.12,0.26,9.52,0.14,0.93,23.39,60.92,294.16,705.85,Hombegowda
23-07-2022,11.36,29.5,1.4,11.7,7.37,4.53,4.17,0.25,9.18,0.12,0.8,22.9,63.03,293.04,705.21,Hombegowda
24-07-2022,9.86,25.62,1.32,11.14,6.99,4.78,3.93,0.22,9.22,0.11,0.62,22.89,69.1,291.29,705.54,Hombegowda
25-07-2022,9.32,24.76,1.38,11.11,7.02,4.63,3.8,0.2,9.18,0.12,0.66,23.94,53.85,292.22,706.12,Hombegowda
26-07-2022,12.1,31.76,1.48,11.78,7.47,4.54,4.34,0.26,10.03,0.13,0.91,23.77,55.49,250.42,706.7,Hombegowda
27-07-2022,11.6,30.25,1.31,15.34,9.21,4.46,4.44,0.37,12.84,0.2,1.34,24.2,63.04,167.29,705.97,Hombegowda
28-07-2022,14.45,38.36,1.35,18.95,11.18,4.45,9.73,0.52,18.52,0.25,1.68,25,70.92,209.74,706.42,Hombegowda
29-07-2022,22.61,59.41,1.5,15.93,9.7,5.46,4.93,0.35,16.08,0.2,1.4,26.43,70.6,166.43,706.1,Hombegowda
30-07-2022,9.57,25.05,1.39,14.47,8.82,4.04,4.74,0.29,18.08,0.16,1.12,25.07,72.28,219.56,705.48,Hombegowda
31-07-2022,11.88,31.41,1.51,17.24,10.38,4.4,4.92,0.86,14.47,0.35,2.16,23.25,77.78,218.61,704.15,Hombegowda
01-08-2022,8.5,21.5,1.35,16.59,9.91,4.36,5.15,0.39,15.75,0.22,1.4,24.58,74.17,193.09,703.41,Hombegowda
02-08-2022,7.17,18.68,1.34,17.22,10.24,4.34,4.64,0.46,16.5,0.23,1.48,22.86,78,240.2,702.35,Hombegowda
03-08-2022,7.91,20.06,1.4,17.27,10.31,4.62,4.13,0.64,12.82,0.31,2.19,22.19,80.15,217.13,702.45,Hombegowda
04-08-2022,8.72,22.7,1.35,17.15,10.23,4.53,3.89,0.4,10.49,0.27,2.01,21.88,74.42,271.29,702.72,Hombegowda
05-08-2022,2.78,7.12,1.27,11.08,6.92,4.57,3.81,0.23,9.29,0.11,0.51,21.22,75.3,284.59,703.52,Hombegowda
06-08-2022,3.16,8.38,1.24,11.87,7.29,5.18,6.25,1.07,9.14,0.1,0.52,21.65,71.67,287.46,705.55,Hombegowda
07-08-2022,2.75,7.11,1.31,10.79,6.8,5.46,5.2,1.11,9.13,0.1,0.42,22.04,73.88,288.51,702.21,Hombegowda
08-08-2022,6.66,17.55,1.3,10.43,6.61,5.59,4.27,0.83,8.8,0.11,0.52,22.15,73.06,285.98,702,Hombegowda
09-08-2022,8.1,21.56,1.4,10.62,6.79,5.61,4.57,0.59,8.98,0.1,0.49,22.19,66.21,282.43,704.39,Hombegowda
10-08-2022,8.89,23.48,1.3,10.92,6.85,6.05,3.91,0.55,8.93,0.1,0.41,22.67,59.96,282.64,702.18,Hombegowda
11-08-2022,8.03,21.11,1.45,10.66,6.83,6.21,4.2,0.48,8.94,0.1,0.47,22.98,58.85,285.12,705.81,Hombegowda
12-08-2022,7.31,19.16,1.36,9.92,6.38,6.21,3.33,0.48,10.01,0.11,0.58,23.25,64.69,291.65,707.64,Hombegowda
13-08-2022,4.29,11.29,1.15,8.48,5.42,5.6,4.16,0.43,8.58,0.1,0.29,20.9,63.2,288.45,710.86,Hombegowda
14-08-2022,5.482,14.032,1.146,11.032,6.782,4.566,4.752,0.698,8.816,0.148,3.376,21.656,60.92,285.266,710.26,Hombegowda
15-08-2022,6.674,16.774,1.142,13.584,8.144,3.532,5.344,0.966,9.052,0.196,6.462,22.412,58.64,282.082,709.66,Hombegowda
16-08-2022,7.866,19.516,1.138,16.136,9.506,2.498,5.936,1.234,9.288,0.244,9.548,23.168,56.36,278.898,709.06,Hombegowda
17-08-2022,9.058,22.258,1.134,18.688,10.868,1.464,6.528,1.502,9.524,0.292,12.634,23.924,54.08,275.714,708.46,Hombegowda
18-08-2022,10.25,25,1.13,21.24,12.23,0.43,7.12,1.77,9.76,0.34,15.72,24.68,51.8,272.53,707.86,Hombegowda
19-08-2022,17.04,37.7,1.39,18.27,10.84,1.44,4.75,1.36,10.1,0.37,13.02,24.16,55.82,286.27,706.44,Hombegowda
20-08-2022,17.93,39.77,1.29,17.86,10.55,2.11,5.08,0.49,11.03,0.35,8.1,24.05,62.59,292.96,706.05,Hombegowda
21-08-2022,13.32,28.45,1.35,17.71,10.52,2.07,5.11,0.47,10.76,0.35,7.8,23.31,76.06,292.37,706.09,Hombegowda
22-08-2022,12.88,27.27,1.26,17.49,10.32,2.07,4.16,0.45,10.13,0.34,7.41,23.15,70.53,293.36,705.58,Hombegowda
